UserID: A2601, ChildID: A2601001, DirectReward: 20, TeamSize: 0, TotalReward: 0, RewardRate: 20
UserID: A2601, ChildID: A2601001, DirectReward: 20, TeamSize: 0, TotalReward: 0, RewardRate: 20
UserID: A2601, ChildID: A2601002, DirectReward: 20, TeamSize: 0, TotalReward: 20, RewardRate: 20
UserID: A2601, ChildID: A2601003, DirectReward: 20, TeamSize: 0, TotalReward: 40, RewardRate: 20
UserID: A2601, ChildID: A2601004, DirectReward: 20, TeamSize: 0, TotalReward: 60, RewardRate: 20
UserID: A2601, ChildID: A2601005, DirectReward: 20, TeamSize: 0, TotalReward: 80, RewardRate: 20
UserID: A2601, ChildID: A2601006, DirectReward: 20, TeamSize: 0, TotalReward: 100, RewardRate: 20
UserID: A2601, ChildID: A2601007, DirectReward: 20, TeamSize: 0, TotalReward: 120, RewardRate: 20
UserID: A2601, ChildID: A2601008, DirectReward: 20, TeamSize: 0, TotalReward: 140, RewardRate: 20
UserID: A2601, ChildID: A2601009, DirectReward: 20, TeamSize: 0, TotalReward: 160, RewardRate: 20
UserID: A2601, ChildID: A2601010, DirectReward: 20, TeamSize: 0, TotalReward: 180, RewardRate: 20
UserID: A2601, ChildID: A2601011, DirectReward: 20, TeamSize: 0, TotalReward: 200, RewardRate: 20
UserID: A2601, ChildID: A2601012, DirectReward: 20, TeamSize: 0, TotalReward: 220, RewardRate: 20
UserID: A2601, ChildID: A2601013, DirectReward: 20, TeamSize: 0, TotalReward: 240, RewardRate: 20
UserID: A2601, ChildID: A2601014, DirectReward: 20, TeamSize: 0, TotalReward: 260, RewardRate: 20
UserID: A2601, ChildID: A2601015, DirectReward: 20, TeamSize: 0, TotalReward: 280, RewardRate: 20
UserID: A2601, ChildID: A2601016, DirectReward: 20, TeamSize: 0, TotalReward: 300, RewardRate: 20
UserID: A2601, ChildID: A2601017, DirectReward: 20, TeamSize: 0, TotalReward: 320, RewardRate: 20
UserID: A2601, ChildID: A2601018, DirectReward: 20, TeamSize: 0, TotalReward: 340, RewardRate: 20
UserID: A2601, ChildID: A2601019, DirectReward: 20, TeamSize: 0, TotalReward: 360, RewardRate: 20
UserID: A2601, ChildID: A2601020, DirectReward: 20, TeamSize: 0, TotalReward: 380, RewardRate: 20
UserID: A2601, ChildID: A2601021, DirectReward: 20, TeamSize: 0, TotalReward: 400, RewardRate: 20
UserID: A2601, ChildID: A2601022, DirectReward: 20, TeamSize: 0, TotalReward: 420, RewardRate: 20
UserID: A2601, ChildID: A2601023, DirectReward: 20, TeamSize: 0, TotalReward: 440, RewardRate: 20
UserID: A2601, ChildID: A2601024, DirectReward: 20, TeamSize: 0, TotalReward: 460, RewardRate: 20
UserID: A2601, ChildID: A2601025, DirectReward: 20, TeamSize: 0, TotalReward: 480, RewardRate: 20
UserID: A2601, ChildID: A2601026, DirectReward: 20, TeamSize: 0, TotalReward: 500, RewardRate: 20
UserID: A2601, ChildID: A2601027, DirectReward: 20, TeamSize: 0, TotalReward: 520, RewardRate: 20
UserID: A2601, ChildID: A2601028, DirectReward: 20, TeamSize: 0, TotalReward: 540, RewardRate: 20
UserID: A2601, ChildID: A2601029, DirectReward: 20, TeamSize: 0, TotalReward: 560, RewardRate: 20
UserID: A2601, ChildID: A2601030, DirectReward: 20, TeamSize: 0, TotalReward: 580, RewardRate: 20
UserID: A2601, ChildID: A2601031, DirectReward: 20, TeamSize: 0, TotalReward: 600, RewardRate: 20
UserID: A2601, ChildID: A2601032, DirectReward: 20, TeamSize: 0, TotalReward: 620, RewardRate: 20
UserID: A2601, ChildID: A2601033, DirectReward: 20, TeamSize: 0, TotalReward: 640, RewardRate: 20
UserID: A2601, ChildID: A2601034, DirectReward: 20, TeamSize: 0, TotalReward: 660, RewardRate: 20
UserID: A2601, ChildID: A2601035, DirectReward: 20, TeamSize: 0, TotalReward: 680, RewardRate: 20
UserID: A2601, ChildID: A2601036, DirectReward: 20, TeamSize: 0, TotalReward: 700, RewardRate: 20
UserID: A2601, ChildID: A2601037, DirectReward: 20, TeamSize: 0, TotalReward: 720, RewardRate: 20
UserID: A2601, ChildID: A2601038, DirectReward: 20, TeamSize: 0, TotalReward: 740, RewardRate: 20
UserID: A2601, ChildID: A2601039, DirectReward: 20, TeamSize: 0, TotalReward: 760, RewardRate: 20
UserID: A2601, ChildID: A2601040, DirectReward: 20, TeamSize: 0, TotalReward: 780, RewardRate: 20
UserID: A2601, ChildID: A2601041, DirectReward: 20, TeamSize: 0, TotalReward: 800, RewardRate: 20
UserID: A2601, ChildID: A2601042, DirectReward: 20, TeamSize: 0, TotalReward: 820, RewardRate: 20
UserID: A2601, ChildID: A2601043, DirectReward: 20, TeamSize: 0, TotalReward: 840, RewardRate: 20
UserID: A2601, ChildID: A2601044, DirectReward: 20, TeamSize: 0, TotalReward: 860, RewardRate: 20
UserID: A2601, ChildID: A2601045, DirectReward: 20, TeamSize: 0, TotalReward: 880, RewardRate: 20
UserID: A2601, ChildID: A2601046, DirectReward: 20, TeamSize: 0, TotalReward: 900, RewardRate: 20
UserID: A2601, ChildID: A2601047, DirectReward: 20, TeamSize: 0, TotalReward: 920, RewardRate: 20
UserID: A2601, ChildID: A2601048, DirectReward: 20, TeamSize: 0, TotalReward: 940, RewardRate: 20
UserID: A2601, ChildID: A2601049, DirectReward: 20, TeamSize: 0, TotalReward: 960, RewardRate: 20
UserID: A2601, ChildID: A2601050, DirectReward: 20, TeamSize: 0, TotalReward: 980, RewardRate: 20
UserID: A26, ChildID: A2601, DirectReward: 20, TeamSize: 50, TotalReward: 0, RewardRate: 20
UserID: A26, ChildID: A2602, DirectReward: 20, TeamSize: 0, TotalReward: 22, RewardRate: 20
UserID: A26, ChildID: A2603, DirectReward: 20, TeamSize: 0, TotalReward: 42, RewardRate: 20
UserID: A26, ChildID: A2604, DirectReward: 20, TeamSize: 0, TotalReward: 62, RewardRate: 20
UserID: A26, ChildID: A2605, DirectReward: 20, TeamSize: 0, TotalReward: 82, RewardRate: 20
UserID: A26, ChildID: A2606, DirectReward: 20, TeamSize: 0, TotalReward: 102, RewardRate: 20
UserID: A26, ChildID: A2607, DirectReward: 20, TeamSize: 0, TotalReward: 122, RewardRate: 20
UserID: A26, ChildID: A2608, DirectReward: 20, TeamSize: 0, TotalReward: 142, RewardRate: 20
UserID: A26, ChildID: A2609, DirectReward: 20, TeamSize: 0, TotalReward: 162, RewardRate: 20
UserID: A26, ChildID: A2610, DirectReward: 20, TeamSize: 0, TotalReward: 182, RewardRate: 20
UserID: A26, ChildID: A2611, DirectReward: 20, TeamSize: 0, TotalReward: 202, RewardRate: 20
UserID: A26, ChildID: A2612, DirectReward: 20, TeamSize: 0, TotalReward: 222, RewardRate: 20
UserID: A26, ChildID: A2613, DirectReward: 20, TeamSize: 0, TotalReward: 242, RewardRate: 20
UserID: A26, ChildID: A2614, DirectReward: 20, TeamSize: 0, TotalReward: 262, RewardRate: 20
UserID: A26, ChildID: A2615, DirectReward: 20, TeamSize: 0, TotalReward: 282, RewardRate: 20
UserID: A26, ChildID: A2616, DirectReward: 20, TeamSize: 0, TotalReward: 302, RewardRate: 20
UserID: A26, ChildID: A2617, DirectReward: 20, TeamSize: 0, TotalReward: 322, RewardRate: 20
UserID: A26, ChildID: A2618, DirectReward: 20, TeamSize: 0, TotalReward: 342, RewardRate: 20
UserID: A26, ChildID: A2619, DirectReward: 20, TeamSize: 0, TotalReward: 362, RewardRate: 20
UserID: A26, ChildID: A2620, DirectReward: 20, TeamSize: 0, TotalReward: 382, RewardRate: 20
UserID: A26, ChildID: A2621, DirectReward: 20, TeamSize: 0, TotalReward: 402, RewardRate: 20
UserID: A26, ChildID: A2622, DirectReward: 20, TeamSize: 0, TotalReward: 422, RewardRate: 20
UserID: A26, ChildID: A2623, DirectReward: 20, TeamSize: 0, TotalReward: 442, RewardRate: 20
UserID: A26, ChildID: A2624, DirectReward: 20, TeamSize: 0, TotalReward: 462, RewardRate: 20
UserID: A26, ChildID: A2625, DirectReward: 20, TeamSize: 0, TotalReward: 482, RewardRate: 20
UserID: A26, ChildID: A2626, DirectReward: 20, TeamSize: 0, TotalReward: 502, RewardRate: 20
UserID: A26, ChildID: A2627, DirectReward: 20, TeamSize: 0, TotalReward: 522, RewardRate: 20
UserID: A26, ChildID: A2628, DirectReward: 20, TeamSize: 0, TotalReward: 542, RewardRate: 20
UserID: A26, ChildID: A2629, DirectReward: 20, TeamSize: 0, TotalReward: 562, RewardRate: 20
UserID: A26, ChildID: A2630, DirectReward: 20, TeamSize: 0, TotalReward: 582, RewardRate: 20
UserID: A26, ChildID: A2631, DirectReward: 20, TeamSize: 0, TotalReward: 602, RewardRate: 20
UserID: A26, ChildID: A2632, DirectReward: 20, TeamSize: 0, TotalReward: 622, RewardRate: 20
UserID: A26, ChildID: A2633, DirectReward: 20, TeamSize: 0, TotalReward: 642, RewardRate: 20
UserID: A26, ChildID: A2634, DirectReward: 20, TeamSize: 0, TotalReward: 662, RewardRate: 20
UserID: A26, ChildID: A2635, DirectReward: 20, TeamSize: 0, TotalReward: 682, RewardRate: 20
UserID: A26, ChildID: A2636, DirectReward: 20, TeamSize: 0, TotalReward: 702, RewardRate: 20
UserID: A26, ChildID: A2637, DirectReward: 20, TeamSize: 0, TotalReward: 722, RewardRate: 20
UserID: A26, ChildID: A2638, DirectReward: 20, TeamSize: 0, TotalReward: 742, RewardRate: 20
UserID: A26, ChildID: A2639, DirectReward: 20, TeamSize: 0, TotalReward: 762, RewardRate: 20
UserID: A26, ChildID: A2640, DirectReward: 20, TeamSize: 0, TotalReward: 782, RewardRate: 20
UserID: A26, ChildID: A2641, DirectReward: 20, TeamSize: 0, TotalReward: 802, RewardRate: 20
UserID: A26, ChildID: A2642, DirectReward: 20, TeamSize: 0, TotalReward: 822, RewardRate: 20
UserID: A26, ChildID: A2643, DirectReward: 20, TeamSize: 0, TotalReward: 842, RewardRate: 20
UserID: A26, ChildID: A2644, DirectReward: 20, TeamSize: 0, TotalReward: 862, RewardRate: 20
UserID: A26, ChildID: A2645, DirectReward: 20, TeamSize: 0, TotalReward: 882, RewardRate: 20
UserID: A26, ChildID: A2646, DirectReward: 20, TeamSize: 0, TotalReward: 902, RewardRate: 20
UserID: A26, ChildID: A2647, DirectReward: 20, TeamSize: 0, TotalReward: 922, RewardRate: 20
UserID: A26, ChildID: A2648, DirectReward: 20, TeamSize: 0, TotalReward: 942, RewardRate: 20
UserID: A26, ChildID: A2649, DirectReward: 20, TeamSize: 0, TotalReward: 962, RewardRate: 20
UserID: A26, ChildID: A2650, DirectReward: 20, TeamSize: 0, TotalReward: 982, RewardRate: 20
